"mz","rt","into"
200.1,2876.967,451600.713
201.091,3141.444,272872.048
205,2790.894,1567038.138
205.992,2790.894,269713.984
207.098,2718.906,460629.738
209.1,2549.891,172387.457
219.054,2523.287,173623.378
222,2873.837,149598.265
225.01,2872.272,206145.437
228.1,3177.438,172994.268
231.1,2839.408,113170.286
233.033,3024.072,356951.308
233.016,3077.281,178932.912
235,2670.393,128945.162
235.094,2720.471,231592.998
236.1,2523.287,206031.927
241.136,3676.658,1318746.569
242.125,3676.658,248792.381
243.021,2870.707,111715.333
244.1,2551.456,150361.427
244.107,2831.583,256316.47
245.048,2513.897,112683.825
249.117,3670.398,1228148.158
250.131,3671.963,238893.441
252.138,3088.235,95097.157
254.1,3241.601,564680.786
255.159,3676.658,1187751.921
256.159,3449.74,2899288.968
257.14,3451.305,538957.825
257.132,3654.748,224010.073
261.119,3141.444,99155.065
263.121,3321.413,107100.303
264.143,3152.398,185347.325
265.067,2615.619,278050.169
266.144,3671.963,348338.537
267.141,3671.963,1238442.429
268.136,3670.398,264441.324
269.159,3878.537,1237451.666
270.1,3578.066,96079.764
270.177,3878.537,235715.899
272.122,3125.794,237444.769
278.1,3196.217,657838.146
279.021,2792.459,12335891.685
280.1,3321.413,3852443.675
280.015,2792.459,2199151.679
281.1,3517.033,449945.002
281.192,3670.398,2553705.347
281.164,3321.413,817964.936
282.147,3471.649,4632131.534
283.196,3470.084,973858.923
283.2,3876.972,880917.955
283.131,3653.183,713218.138
284.1,2718.906,939243.852
284.196,3692.307,4301240.32
285.177,3692.307,868658.118
286.183,3260.38,1463433.927
287.144,3260.38,383820.557
288,2523.287,157695.557
288.122,2798.719,295667.568
289.07,2720.471,323543.479
289.119,3117.969,290552.823
291.1,2986.513,231188.11
294.112,2582.755,71533.461
296.115,2729.861,202807.789
296.123,3409.051,125795.164
298.169,3517.033,412362.067
300.1,3589.02,236428.578
300.1,3628.144,223070.395
300.2,3390.271,4980914.484
301,2794.024,1732887.914
301.193,3390.271,1047934.141
302,2623.444,790351.629
302,2792.459,319649.89
303,2623.444,200549.907
304.1,2927.045,1198308.819
305.102,3506.078,990038.126
305.1,2928.61,888256.44
306.1,2930.175,409645.01
306.109,3506.078,218249.826
306.2,3686.048,79275.039
306.996,2625.009,420085.788
307.1,3143.009,2050218.768
307.1,2859.752,795531.605
308.1,3261.945,1931395.444
308.1,3141.444,468056.979
308.202,3495.123,150770.159
309.1,3465.389,2079927.729
309.118,3261.945,433983.379
309.2,3670.398,357127.85
310.1,3465.389,511099.291
310.18,3670.398,467218.23
310.2,3632.839,232015.945
311.1,3078.846,229755.672
312.1,3000.598,263174.512
312.2,3892.621,458436.955
312.2,3651.619,348085.569
313,2786.199,6856948.35
313.179,3288.549,1075844.978
314,2787.764,1499485.012
314.136,3290.114,242072.319
315.01,2784.634,292757.834
316.2,3449.74,155099.065
317,2794.024,154072.685
318.978,2574.931,181257.48
321.126,3668.833,282316.235
322.132,3506.078,1058978.48
322.117,3390.271,272654.011
323.133,3507.643,277326.356
324.094,2795.589,284679.76
324.124,3279.16,388214.929
325.1,2668.828,736359.577
326.2,3424.7,3931304.635
327.1,3506.078,275564.807
327.2,3426.265,950126.529
328.2,3632.839,5630552.384
329.2,3632.839,1315446.892
329.104,3502.948,367926.805
330.1,3261.945,208141.13
330.213,3631.274,167042.482
331.1,3462.259,279891.294
331.148,3499.818,490815.3
334.1,3038.157,1389522.091
335,2786.199,1344842.912
335.107,3038.157,407360.885
336.1,3036.592,394552.6
336,2786.199,294165.216
336.2,3617.19,664589.329
336.196,2989.643,558871.872
337.02,2963.039,484825.378
337.2,3618.755,165649.024
338.2,3837.848,711015.495
338.2,3670.398,605655
338.1,3025.637,441040.469
339.189,3321.413,3533684.346
340.167,3319.848,853736.414
342.094,2853.492,158518.722
343,2686.042,21948623.136
343,2598.405,2933970.364
344,2684.477,4808488.303
344.111,2983.383,781070.545
344.206,3693.872,215149.326
345.017,2686.042,744691.643
346.107,3502.948,890001.415
347.095,2858.187,195629.376
347.147,3501.383,236859.62
348.133,3427.83,324908.659
348.156,3498.253,202071.235
348.162,3291.679,183665.01
349.1,2772.115,126238.044
351.1,3502.948,191451.145
351.006,2786.199,257853.682
352.1,3495.123,354074.632
352.1,3207.172,480326.804
352.1,2794.024,181651.115
353.127,3496.688,261258.573
354.1,3495.123,208674.777
354.2,3621.884,904522.365
355.192,3621.884,257216.862
356.1,3036.592,484230.162
356.2,3833.153,2242782.412
357.198,3833.153,567776.99
358.092,2783.069,190387.916
358.84,2917.655,3555646.927
359.2,3722.041,616424.641
360.02,2690.737,10851568.505
360.864,2917.655,2721897.579
361.007,2690.737,2560830.274
361.119,3169.613,1498158.487
361.849,2919.22,1907483.894
362.088,2687.607,934352.596
363,2870.707,224517.885
363.133,3263.51,390905.073
363.11,2967.734,403191.759
364.2,3732.996,233404.075
365,2687.607,13086927.332
365,2598.405,2050635.362
365.148,3391.836,358191.491
366,2687.607,2952706.017
366.1,2792.459,553363.19
366.225,3851.933,545334.08
367.2,3529.552,2693665.498
368.197,3529.552,730786.342
370.059,2684.477,307597.182
371.183,3643.794,378297.504
372.2,3384.012,5201100.804
373.18,3385.576,1170804.481
375.2,3687.612,72031.397
376.175,3459.129,178779.587
376.2,3722.041,219938.408
377.04,3075.716,125213.214
379.137,3335.498,1073198.75
380.1,3152.398,1911798.731
380.2,2969.299,1091932.95
381.1,3152.398,412013.018
381,2687.607,1040975.853
381.2,2966.169,262211.264
382.1,3244.731,1242416.706
382.2,3794.029,580437.414
384.227,3994.343,637047.82
385.1,3177.438,1228016.544
385.2,3455.999,612894.103
386.1,3182.133,269560.619
388.1,2692.302,573448.716
389.175,3355.842,1140158.589
390.198,3355.842,335515.3
391.116,3632.839,7039984.595
392.123,3631.274,1878963.448
392.241,3894.186,1979366.772
393.143,3634.404,382029.02
393.266,3894.186,578110.822
394.069,2895.746,206982.205
394.236,3980.259,221441.204
395.2,3720.476,421290.991
396.196,3335.498,418476.316
398.2,3463.824,2909672.143
398.3,4060.071,199444.345
400.1,2786.199,229736.574
400.2,3864.452,8181547.453
401.089,3337.063,168282.885
401.2,3747.081,701952.447
402.195,3747.081,214531.974
403.209,3880.102,238969.028
404.1,2693.867,215939.626
406.2,2717.341,90719.829
407.155,2952.084,334227.342
408.1,2895.746,1036989.345
408.109,3441.915,573379.773
409.106,2895.746,275189.6
410.1,2894.181,177240.945
410.266,3939.57,1319875.615
411.172,3823.763,349052.121
411.229,3939.57,426745.765
412.3,4114.845,2118700.865
