"mz","rt","into"
200.1,2923.916,162012.439
205,2790.894,1072037.698
206,2789.33,156797.035
207.081,2720.472,235022.626
207.991,2722.037,43621.343
208.121,2646.919,45284.797
219.061,2523.287,174458.768
233.037,3020.943,317805.788
234.1,3020.943,81072.235
236.111,2523.287,198804.282
240.152,3684.483,146563.043
241.125,3682.918,561964.932
242.153,3682.918,101092.934
244.1,2833.148,115505.42
245,2878.532,66607.165
246.109,2520.158,47901.555
249.113,3667.268,574005.708
250.13,3670.398,118626.972
255.136,3682.918,651560.258
259.093,2801.849,78425.626
260.2,2648.484,27309.845
264.145,3158.659,195963.039
266.191,3667.268,196007.901
267.155,3668.833,564338.971
268.2,3884.797,86353.796
269.174,3891.057,428313.975
279.011,2790.894,10293898.28
279.1,2758.03,1072764.795
280.048,2790.894,1824953.984
281.095,2790.894,269089.57
281.2,3667.268,1272520.879
282.187,3668.833,305437.259
283.195,3889.492,479697.692
284.1,2722.037,524801.288
286.183,3260.381,894860.379
288.179,2800.284,401680.333
289.13,3111.71,230682.632
294.103,2582.756,64823.25
296.084,2726.731,84544.559
298.159,3185.263,220288.622
300.179,3390.272,3931592.586
301,2790.894,1339885.151
301.187,3390.272,806171.473
302.012,2625.009,454476.256
302.003,2790.894,251603.271
302.2,3477.909,207833.501
304.104,2922.351,1626956.843
305.1,2927.045,1214950.019
305.1,3502.948,635215.267
306.128,2927.045,270333.703
306.124,3504.513,139507.233
306.976,2626.574,175941.336
308.127,3260.381,114054.478
309.083,2922.351,448465.402
310.215,3635.969,128400.294
312.102,2995.903,264121.306
313.029,2789.33,307398.434
313.187,3296.374,469316.761
315,2507.638,723199.466
316.023,2509.203,179512.956
316.165,3088.236,159768.607
317,2789.33,109807.662
318.13,3246.296,113150.39
321.1,2582.756,239361.363
322.118,3502.948,937782.191
323.138,3502.948,230601.255
324.075,2792.459,283695.318
324.162,3276.03,182694.97
326.2,3421.571,4346409.704
327.1,3502.948,202417.739
327.2,3421.571,1013977.913
328.2,3635.969,2626186.414
329.197,3635.969,605854.743
329.121,3498.253,211961.166
330.182,3635.969,95737.381
331.146,3499.818,307401.047
332,2507.638,1136008.96
333.029,2507.638,253220.203
334.017,2509.203,49142.167
335.184,2994.338,74448.947
337,2509.203,1023976.582
337.118,3434.09,181086.9
338,2509.203,218742.586
338.1,3022.508,356067.78
338.198,3668.833,356312.811
339.189,3326.109,2311412.824
340.131,3324.544,591805.523
343,2686.043,17800198.05
343.1,2745.511,406032.537
343.1,2629.704,124531.467
344.005,2686.043,3862062.163
344.127,2869.142,475386.242
345.003,2686.043,600422.534
345.2,2869.142,85477.425
346.111,3498.253,562731.599
347.135,3498.253,150277.454
348.153,3421.571,439481.04
348.165,3286.985,167008.053
348.181,3499.818,140879.929
349.112,3421.571,114025.195
350.1,3650.054,89835.695
351.13,3498.253,105565.09
352.124,2790.894,128637.699
352.186,3490.429,77757.671
352.967,2507.638,85987.828
353.126,3499.818,106673.072
354.2,3618.755,729939.966
354.156,2790.894,214141.856
355.174,3618.755,218179.86
356.2,3842.543,823710.047
357.206,3842.543,218120.799
359.204,3725.172,413134.28
360.064,2690.737,9376844.924
361.061,2690.737,2088472.472
361.168,3171.178,687633.816
362.066,2689.172,605451.08
362.115,3169.613,244520.045
363.114,2884.792,161815.558
363.157,3265.075,165307.233
364.2,3728.302,160307.879
365,2687.608,8655442.522
366,2687.608,1929729.097
366.124,2792.459,771053.995
366.197,3850.368,231209.97
367.2,3534.247,1598231.739
368.2,3534.247,438156.527
372.183,3216.562,2365565.977
373.2,3219.692,575113.41
376.186,3454.435,88793.549
376.213,3723.607,148533.85
377.045,3071.021,66383.24
379.137,3327.674,1466693.713
380.1,3158.659,2609852.528
381.1,3160.223,398323.594
382.1,3263.51,1212011.093
382.254,3792.465,323722.843
385.141,3179.003,760969.05
386.16,3179.003,221569.394
388.1,2668.828,260421.327
389.2,3357.408,724902.054
390.182,3357.408,216997.532
391.131,3623.45,3583241.21
392.134,3623.45,973222.061
392.2,2930.175,446301.811
393.164,3625.015,198823.768
395.184,3723.607,158797.283
396.198,3327.674,603055.047
397.173,3329.238,162646.818
398.2,3283.855,1130981.8
398.3,4067.896,92674.445
400.2,3563.981,5488584.308
401.2,3563.981,1589913.285
403.096,2948.955,86898.235
404.086,2690.737,322108.774
408.2,3441.915,231425.982
408.208,2579.626,172972.068
410.274,3939.57,799401.791
411.231,3939.57,275335.275
412.277,4127.365,594736.338
413.119,3623.45,327900.844
414.182,3064.761,276920.272
416.102,2687.608,263207.049
423.157,3263.51,152861.186
424.2,3396.531,586789.619
426.1,3028.767,120684.85
426.2,3579.631,6091112.209
427.2,3578.066,1754074.859
427.3,3545.202,94211.435
429.2,3886.362,1573595.457
430.1,2689.172,3015873.974
430.204,3886.362,536046.68
431.1,2687.608,847285.749
436.195,3625.015,179091.586
438.2,3465.389,1943269.081
438.3,4060.072,477464.55
439.186,3463.824,523444.559
439.25,4058.507,162830.904
444.1,2687.608,225079.872
445.2,3820.634,235261.668
447.2,3870.712,1860855.213
448.2,3376.187,604947.264
448.195,3872.277,591727.547
449.164,3297.939,163903.723
449.192,3380.882,168188.985
452.126,3080.411,724081.557
454.104,3296.374,3703141.218
454.139,3362.102,1019179.459
455.169,3296.374,919907.362
456.158,3296.374,173109.46
458.2,3044.417,309530.795
462.2,3243.166,949825.105
463.2,3243.166,261708.69
463.166,3045.982,207171.526
464.1,3434.09,87764.825
464.2,3470.084,5812679.369
465.2,3470.084,1540065.508
466.1,3751.776,66593.88
466.2,3709.522,2518763.042
467.195,3707.957,685996.876
468.206,3146.139,293268.007
474.112,3078.846,81765.632
476.1,3294.809,236637.257
477.138,3294.809,68043.912
478.2,3625.015,1760947.017
479.221,3623.45,554518.123
480.1,3357.408,1900254.729
480.2,3324.544,22059398.959
481.179,3324.544,5756178.25
482.2,3623.45,3662907.57
483.2,3623.45,993675.713
484.1,3254.121,82081.336
484.171,3623.45,186950.492
486.161,3473.214,190974.995
486.178,2800.284,85280.083
491.2,3429.395,373577.608
492.21,3671.963,418373.733
493.2,3671.963,118918.315
494.186,3430.96,499798.081
494.19,3132.054,439382.29
495.211,3426.266,133064.345
496.2,3451.305,18547364.913
496.2,3374.622,5670430.295
497.2,3451.305,4970789.547
497.2,3374.622,1572471.635
498.194,3373.057,454487.839
498.2,3451.305,975537.557
499.1,3340.193,65744.744
499.216,3454.435,166025.798
502.138,3171.178,7657925.461
503.102,3171.178,2180178.981
504.118,3265.075,1663514.013
505.159,3265.075,474590.634
506.1,3438.785,147609.6
506.2,3401.226,1957167.721
507.186,3398.096,599263.949
508.2,3534.247,18146962.516
509.2,3534.247,5185408.028
510.2,3794.03,2067843.299
510.2,3534.247,1113472.825
511.205,3795.595,589466.734
512.273,2927.045,174057.134
515.259,3448.175,56627.96
518.2,3448.175,551554.745
518.202,3377.752,160500.14
518.3,3903.576,90236.582
519.167,3448.175,164113.177
520.2,3232.211,735121.507
520.2,3297.939,617681.07
521.2,3299.504,201942.373
521.216,3232.211,215915.788
522.2,3398.096,15197916.111
522.2,3466.954,12099260.318
523.2,3398.096,4504684.13
523.2,3468.519,3543390.22
524.2,3764.296,13700836.69
524.3,3390.272,289576.715
525.2,3764.296,4142023.451
526.1,3179.003,8653660.843
526.209,3764.296,856630.935
527.168,3179.003,2575172.962
527.306,3742.386,109165.345
528.176,3244.731,660516.075
528.144,3179.003,504601.629
529.1,3293.245,69897.747
529.174,3243.166,196928.645
530.195,3357.408,9471327.792
531.188,3357.408,2927312.286
532.189,3357.408,595262.502
532.191,3493.559,669078.176
533.172,3491.994,242518.182
533.255,3905.141,208432.561
534.2,3595.281,634951.858
534.3,3867.582,1197762.008
535.198,3596.845,216769.379
535.302,3867.582,455217.504
536.2,3723.607,2237706.63
536.2,3578.066,681516.656
537.2,3723.607,686987.491
544.2,3225.952,2387387.563
545.18,3225.952,749653.608
546.269,3017.813,529252.811
547.241,3016.248,175559.731
548.1,3183.698,515862.46
549.1,3182.133,102376.887
549.319,4135.189,161123.55
550.2,3722.042,3927026.778
550.225,3643.794,2995936.462
551.209,3722.042,1227600.424
551.205,3643.794,1001138.982
552.2,3357.408,333635.824
552.3,4088.241,283124.463
553.3,4097.631,126469.42
554.113,3216.562,203635.989
555.095,3218.127,76895.5
556.282,2916.091,174975.495
557.29,2914.526,61752.708
557.332,3523.293,56760.416
558.186,3534.247,196542.07
558.17,3394.967,165063.101
559.228,3535.812,58184.634
562.183,3432.525,147471.723
564.223,3488.864,319110.654
564.4,4144.579,75596.048
566.2,3587.456,731744.782
567.189,3587.456,219015.665
568.2,3230.646,2351740.307
568.3,3621.885,104334.628
569.2,3230.646,769184.151
570.2,3232.211,154042.176
570.493,3520.163,53786.902
571.348,3731.431,86854.031
572.1,3731.431,93593.067
572.2,3427.831,328882.465
573.22,3427.831,114065.884
578.3,3999.039,257209.574
579.148,2790.894,701159.274
580.123,2790.894,260395.801
580.2,3587.456,426974.373
589.225,2509.203,76117.858
590.187,3232.211,180332.318
590.267,3005.293,558531.505
591.263,3005.293,191229.356
592.23,3679.788,198975.665
592.96,3510.773,49865.595
593.452,3725.172,114716.448
594.3,3614.06,247692.55
596.313,3825.329,137865.603
