"mz","rt","into"
205,2795.589,1223132.352
205.979,2795.589,176989.653
207.1,2726.731,286848.561
219.095,2529.547,185792.429
231.023,2515.462,435094.492
233.064,3028.767,363381.665
236.105,2529.547,186660.976
241.139,3689.177,579968.192
246.052,2510.768,56145.395
249.114,3675.093,536808.256
250.1,3676.658,107844.148
255.14,3687.613,581177.903
264.134,3163.353,181567.064
266.192,3675.093,143129.524
267.176,3676.658,536560.993
269.143,3895.751,499613.304
270.1,3891.056,72738.466
272.073,2650.048,364921.856
279.01,2795.589,11775210.24
280.01,2795.589,2118031.592
281.029,2795.589,300199.865
281.197,3675.093,1061126.819
283.185,3894.186,488737.758
284.104,2726.731,432174.12
286.118,3268.205,1181006.732
287.1,3269.77,300519.125
288.138,2804.979,318510.608
296.09,2731.426,84668.49
300.198,3401.226,4733236.08
301,2795.589,1908462.973
301.188,3401.226,984787.205
302.005,2629.704,399591.811
302.013,2795.589,350811.965
304.1,2928.61,1419171.778
305.1,2933.305,1246073.693
305.1,3510.773,643288.347
306.111,2934.87,265343.086
306.112,3510.773,153809.546
306.997,2629.704,197855.365
308.136,3266.64,146735.965
309.097,2928.61,570486.873
309.2,3673.528,83873.045
310.2,3643.794,131799.346
312.096,3002.163,243862.619
313.005,2794.024,806366.754
313.155,3304.199,462568.708
314.015,2794.024,178926.45
315,2517.027,3617315.622
316,2517.027,795085.551
318.088,3254.12,94649.741
321.2,3681.353,96046.9
322.151,3510.773,650881.484
322.162,3401.226,247266.87
323.1,3510.773,155371.366
324.085,2795.589,264128.2
324.159,3283.855,148367.965
326.2,3426.265,3284987.281
327.044,3509.208,185070.33
327.183,3427.83,772290.305
328.2,3643.794,3289887.968
329.1,3506.078,259407.677
329.2,3643.794,759301.22
330.215,3640.664,92547.857
331.143,3507.643,320962.881
332,2517.027,4486091.846
333.002,2517.027,933164.794
334.02,2517.027,259924.865
334.989,2795.589,163243.313
336.992,2517.027,4365319.814
338,2515.462,870134.048
338.1,3028.767,341346.32
338.2,3675.093,364966.684
339.184,3332.368,2321804.123
340.2,3329.238,330402.125
343,2690.737,15793756.459
344,2690.737,3500474.555
344.161,2895.746,548931.575
345.017,2692.302,553315.796
346.15,3504.513,472769.83
347.144,3504.513,134452.884
348.165,3426.265,328211.717
348.128,3294.809,136452.456
348.173,3506.078,128782.865
349.109,3426.265,110555.893
350.193,3648.489,240243.927
351.126,3506.078,120076.847
352.12,2794.024,116138.65
352.2,3496.688,48234.375
352.934,2515.462,326683.487
353.132,3506.078,128120.892
354.2,3626.579,570306.904
354.113,2795.589,232692.025
355.169,3626.579,154979.578
356.2,3848.803,1206594.765
357.219,3848.803,305032.229
359.198,3731.431,437009.158
360.015,2695.432,7372829.199
361.077,2695.432,1625820.324
361.116,3179.003,690755.287
362.059,2693.867,600784.374
362.2,3188.392,78704.022
363.137,3272.9,178701.912
364.2,3731.431,187667.239
365,2692.302,9905615.661
