"mz","rt","into"
200.1,2925.48,175177.079
201.029,2531.112,171568.598
205,2786.2,1950287.489
205.986,2784.635,276541.849
207.079,2712.647,417169.585
208.083,2640.659,105709.403
208.089,2711.082,68423.923
209.1,2551.457,84409.973
219.092,2518.592,244584.471
229.039,2512.333,180483.815
230.1,3373.057,521871.16
230.1,3413.746,709295.42
233.046,3019.378,397107.783
234.021,3019.378,65215.64
235.06,2712.647,199981.494
236.104,2518.592,253791.071
241.124,3661.009,1468102.639
242.125,3661.009,280260.239
244.1,2828.453,627834.975
245.047,2509.203,168366.483
246.051,2512.333,105508.752
249.117,3659.444,1297985.82
250.128,3659.444,281745.027
251.1,2737.686,118442.33
255.195,3661.009,1211727.055
256.149,3437.22,249301.23
256.172,3659.444,258452.243
257.131,3639.099,257809.429
265.066,2609.36,298528.322
266.155,3661.009,223593.422
266.121,2830.018,92103.24
267.157,3659.444,1364214.696
268.174,3659.444,291569.811
269.148,3855.063,464563.232
272.128,3119.535,306153.784
272.126,2740.816,294518.895
273.203,3650.054,55768.113
279.021,2786.2,18747984.366
280.032,2786.2,3302721.353
281.074,2784.635,476559.338
281.2,3659.444,2219966.33
282.141,3457.565,609642.462
282.184,3659.444,540116.71
283.176,3643.794,623568.335
284.1,2712.647,878794.63
284.2,3676.658,594958.901
284.351,3276.03,104211.785
286.158,3250.991,1668944.392
287.139,3250.991,471955.262
288,2512.333,80536.379
288.1,2792.459,988202.949
288.2,3143.009,245889.67
289.073,2714.212,367248.381
289.1,3110.145,349864.329
291.219,3657.879,85006.04
296.073,2723.601,180084.753
300.189,3377.752,349660.885
301,2786.2,2844473.376
302,2617.185,667080.725
302,2786.2,525006.296
304.1,2923.915,1675019.507
305.1,3495.123,1196708.953
305.1,2922.35,1681341.894
306.095,3493.558,266504.788
306.1,2922.35,362282.186
307,2617.185,338093.363
308.121,3249.426,209238.895
309.1,2923.915,655900.741
309.2,3659.444,406958.042
310.121,2792.459,177524.5
310.2,3618.755,272303.463
311.1,3064.761,272584.971
312.112,2995.903,241411.911
312.191,3842.543,205753.02
313,2784.635,915830.649
313.179,3274.465,1230795.815
313.173,3778.38,479483.135
314,2787.764,165809.823
314.136,3274.465,324236.7
316.2,3080.411,1363190.242
317,2786.2,623123.966
317.197,3083.541,449186.717
318,2784.635,126167.386
322.1,3495.123,1401260.849
322.2,2922.35,127249.763
322.2,2878.532,81696.13
323.101,3495.123,323742.511
324.1,2786.2,455424.617
326.198,3412.181,259229.273
327.101,3493.558,356507.684
328.2,3614.06,402409.001
329.101,3490.429,432441.76
329.2,3615.625,114347.574
330.105,3490.429,124849.442
331.152,3484.169,600145.552
331.154,3438.785,239715.745
335.026,2784.635,215083.925
337.2,3427.83,107013.556
338.1,3019.378,364577.282
338.089,2786.2,272446.382
338.2,3657.879,557322.1
339.197,3307.329,3467091.654
339.192,3772.12,708092.064
343,2679.783,22065406.826
343,2592.145,2741281.884
343.121,2761.16,693873.282
344,2679.783,4933534.99
344.2,3344.888,610604.366
344.142,3141.444,774993.231
345,2679.783,763241.947
345.187,3344.888,138011.143
346.155,3490.429,994786.158
347.117,3490.429,271151.098
348.186,3484.169,284864.719
351.096,3488.864,216720.879
352.107,2786.2,269970.65
353.123,3484.169,245539.783
354.2,3606.235,112167.159
356.204,3815.939,181130.138
357.198,3462.259,368090.325
359.019,3493.558,254032.206
359.2,3700.132,370926.014
360.032,2682.913,10710925.384
361.07,2682.913,2461531.844
361.138,3155.529,1152980.042
362.084,2681.348,704809.469
362.137,3155.529,292404.156
363.185,3250.991,430759.588
363.128,3474.779,420938.66
364.2,3714.217,371077.15
365,2681.348,13169757.888
365,2592.145,1809404.667
365.179,3377.752,381820.099
366,2681.348,2914143.21
366.1,2786.2,722235.73
366.177,3837.848,544398.789
367.2,3513.903,2784614.706
368.2,3513.903,866902.619
370.093,2679.783,508160.382
371.195,3632.839,529104.587
372.1,3609.365,181101.8
372.1,3678.223,113744.2
375.095,3071.021,174186.308
375.2,2991.208,675643.025
376.214,3700.132,115815.279
377.03,3067.891,92796.511
378.956,2786.2,281804.767
379.128,3324.544,798946.392
380.1,3191.522,1074832.193
